X_UTM,Y_UTM,ELEV_M,SUR_METHOD,QUAD_NAME
547240.90,2815390.37,2.55,Truck,Royal Palm Ranger Station
547253.06,2814990.45,2.24,Truck,Royal Palm Ranger Station
547258.64,2815821.51,2.29,Truck,Royal Palm Ranger Station
546437.85,2815817.31,2.20,Truck,Royal Palm Ranger Station
546443.03,2815401.40,1.89,Truck,Royal Palm Ranger Station
545662.64,2814580.58,1.53,Truck,Royal Palm Ranger Station
545274.33,2814581.55,1.21,Truck,Royal Palm Ranger Station
544855.37,2814577.38,1.31,Truck,Royal Palm Ranger Station
544436.05,2814570.43,1.03,Truck,Royal Palm Ranger Station
544422.92,2815009.53,0.92,Truck,Royal Palm Ranger Station
544767.10,2815174.55,1.37,Truck,Royal Palm Ranger Station
545401.76,2815182.84,1.43,Truck,Royal Palm Ranger Station
545660.81,2815394.21,1.75,Truck,Royal Palm Ranger Station
545303.25,2815389.61,1.66,Truck,Royal Palm Ranger Station
544848.00,2815383.57,1.31,Truck,Royal Palm Ranger Station
544417.28,2815373.67,1.15,Truck,Royal Palm Ranger Station
544417.01,2815772.82,1.35,Truck,Royal Palm Ranger Station
544412.89,2816177.13,1.41,Truck,Royal Palm Ranger Station
544408.84,2816612.38,1.64,Truck,Royal Palm Ranger Station
544400.40,2816987.01,1.59,Truck,Royal Palm Ranger Station
544834.44,2816990.27,1.68,Truck,Royal Palm Ranger Station
545266.23,2816995.85,1.79,Truck,Royal Palm Ranger Station
545652.52,2816999.75,1.59,Truck,Royal Palm Ranger Station
545626.50,2816608.67,1.46,Truck,Royal Palm Ranger Station
545630.13,2816189.19,1.58,Truck,Royal Palm Ranger Station
545268.54,2816185.38,1.64,Truck,Royal Palm Ranger Station
544849.89,2816179.26,1.56,Truck,Royal Palm Ranger Station
544841.81,2815777.12,1.48,Truck,Royal Palm Ranger Station
545274.85,2815792.75,1.63,Truck,Royal Palm Ranger Station
545660.14,2815795.98,1.83,Truck,Royal Palm Ranger Station
545661.08,2817409.78,1.65,Truck,Royal Palm Ranger Station
545226.01,2817404.29,1.66,Truck,Royal Palm Ranger Station
544825.18,2817347.71,1.63,Truck,Royal Palm Ranger Station
544406.16,2817397.80,1.71,Truck,Royal Palm Ranger Station
544394.34,2817799.36,1.64,Truck,Royal Palm Ranger Station
544852.17,2817800.76,1.92,Truck,Royal Palm Ranger Station
545251.11,2817805.61,1.64,Truck,Royal Palm Ranger Station
545640.42,2817824.50,1.74,Truck,Royal Palm Ranger Station
545607.82,2818633.28,1.64,Truck,Royal Palm Ranger Station
545194.65,2818623.63,1.73,Truck,Royal Palm Ranger Station
544807.35,2818618.42,1.30,Truck,Royal Palm Ranger Station
544413.69,2818617.32,1.50,Truck,Royal Palm Ranger Station
544390.68,2818996.09,1.67,Truck,Royal Palm Ranger Station
544383.92,2819381.44,1.39,Truck,Royal Palm Ranger Station
544780.63,2819026.16,1.59,Truck,Royal Palm Ranger Station
545177.22,2819026.95,1.59,Truck,Royal Palm Ranger Station
545586.74,2819034.39,1.63,Truck,Royal Palm Ranger Station
545585.09,2819410.99,1.99,Truck,Royal Palm Ranger Station
545187.40,2819436.62,1.76,Truck,Royal Palm Ranger Station
544785.11,2819426.50,1.61,Truck,Royal Palm Ranger Station
545686.62,2814182.31,1.38,Truck,Royal Palm Ranger Station
545644.08,2813770.45,1.38,Truck,Royal Palm Ranger Station
545253.40,2813778.31,1.30,Truck,Royal Palm Ranger Station
545269.76,2814211.34,1.30,Truck,Royal Palm Ranger Station
544910.95,2813773.71,1.03,Truck,Royal Palm Ranger Station
544428.89,2813830.53,1.69,Truck,Royal Palm Ranger Station
544426.24,2814215.76,0.48,Truck,Royal Palm Ranger Station
544973.05,2814205.56,1.01,Truck,Royal Palm Ranger Station
544433.64,2813358.93,1.03,Truck,Royal Palm Ranger Station
544438.49,2812965.04,1.08,Truck,Royal Palm Ranger Station
544861.25,2812958.58,0.47,Truck,Royal Palm Ranger Station
545256.38,2812961.97,1.28,Truck,Royal Palm Ranger Station
545228.87,2813338.48,0.99,Truck,Royal Palm Ranger Station
544907.35,2813569.59,0.87,Truck,Royal Palm Ranger Station
545663.22,2813351.58,1.51,Truck,Royal Palm Ranger Station
545693.72,2812969.65,1.58,Truck,Royal Palm Ranger Station
546089.30,2813366.94,1.45,Truck,Royal Palm Ranger Station
546451.13,2813372.85,1.52,Truck,Royal Palm Ranger Station
546871.37,2813375.47,1.61,Truck,Royal Palm Ranger Station
547682.96,2813378.52,1.97,Truck,Royal Palm Ranger Station
548093.96,2813384.00,2.18,Truck,Royal Palm Ranger Station
550166.75,2809756.44,0.99,Truck,Royal Palm Ranger Station
547320.31,2810138.10,1.72,Truck,Royal Palm Ranger Station
543659.10,2810120.76,1.28,Truck,Royal Palm Ranger Station
547669.80,2814182.83,1.92,Truck,Royal Palm Ranger Station
547673.97,2813832.12,2.26,Truck,Royal Palm Ranger Station
547292.25,2813833.86,2.18,Truck,Royal Palm Ranger Station
547292.37,2813377.21,1.93,Truck,Royal Palm Ranger Station
547267.20,2814140.78,1.95,Truck,Royal Palm Ranger Station
546873.62,2813772.52,1.73,Truck,Royal Palm Ranger Station
546863.99,2814182.31,2.15,Truck,Royal Palm Ranger Station
546459.11,2814144.98,1.81,Truck,Royal Palm Ranger Station
546469.20,2813776.85,1.49,Truck,Royal Palm Ranger Station
548112.43,2813770.48,2.08,Truck,Royal Palm Ranger Station
549772.66,2814182.67,2.06,Truck,Royal Palm Ranger Station
549259.92,2813791.50,1.93,Truck,Royal Palm Ranger Station
548931.60,2813828.01,2.15,Truck,Royal Palm Ranger Station
549479.18,2814167.77,1.91,Truck,Royal Palm Ranger Station
548803.27,2814208.24,2.08,Truck,Royal Palm Ranger Station
548097.62,2812573.33,1.79,Truck,Royal Palm Ranger Station
547699.66,2812582.01,2.02,Truck,Royal Palm Ranger Station
547701.09,2812170.76,1.53,Truck,Royal Palm Ranger Station
548090.82,2812165.34,1.59,Truck,Royal Palm Ranger Station
547296.18,2812162.93,1.68,Truck,Royal Palm Ranger Station
546888.19,2812153.18,1.56,Truck,Royal Palm Ranger Station
546483.82,2812155.71,1.53,Truck,Royal Palm Ranger Station
546487.88,2811719.41,1.59,Truck,Royal Palm Ranger Station
546495.16,2811358.10,1.38,Truck,Royal Palm Ranger Station
546901.81,2811356.19,1.55,Truck,Royal Palm Ranger Station
547329.54,2811354.66,1.58,Truck,Royal Palm Ranger Station
547715.59,2811358.59,1.70,Truck,Royal Palm Ranger Station
547708.98,2811771.52,1.66,Truck,Royal Palm Ranger Station
547300.96,2811848.15,1.51,Truck,Royal Palm Ranger Station
546896.69,2811789.04,1.57,Truck,Royal Palm Ranger Station
546494.98,2812564.92,1.83,Truck,Royal Palm Ranger Station
546888.55,2812572.08,1.98,Truck,Royal Palm Ranger Station
547293.13,2812569.73,1.92,Truck,Royal Palm Ranger Station
543246.76,2816177.89,1.15,Truck,Royal Palm Ranger Station
543633.30,2816182.55,1.16,Truck,Royal Palm Ranger Station
543592.41,2816600.65,1.24,Truck,Royal Palm Ranger Station
543250.93,2816583.74,0.83,Truck,Royal Palm Ranger Station
543597.31,2816986.22,1.02,Truck,Royal Palm Ranger Station
543619.43,2817394.33,1.23,Truck,Royal Palm Ranger Station
543583.51,2817756.64,1.12,Truck,Royal Palm Ranger Station
542874.42,2815752.74,1.19,Truck,Royal Palm Ranger Station
542868.02,2815368.77,1.20,Truck,Royal Palm Ranger Station
544037.02,2809724.14,1.43,Truck,Royal Palm Ranger Station
543668.31,2809721.09,1.25,Truck,Royal Palm Ranger Station
543279.09,2809719.63,0.85,Truck,Royal Palm Ranger Station
543263.91,2810117.17,1.06,Truck,Royal Palm Ranger Station
544063.80,2810122.01,1.55,Truck,Royal Palm Ranger Station
544049.27,2810526.86,1.37,Truck,Royal Palm Ranger Station
543656.39,2810524.88,1.21,Truck,Royal Palm Ranger Station
543237.77,2810521.29,1.18,Truck,Royal Palm Ranger Station
543650.18,2811007.19,1.26,Truck,Royal Palm Ranger Station
543646.28,2811323.10,1.23,Truck,Royal Palm Ranger Station
543249.17,2811326.78,1.23,Truck,Royal Palm Ranger Station
543230.61,2811734.59,1.06,Truck,Royal Palm Ranger Station
543635.00,2811734.62,1.16,Truck,Royal Palm Ranger Station
544072.09,2811734.28,1.19,Truck,Royal Palm Ranger Station
544081.57,2811337.63,1.37,Truck,Royal Palm Ranger Station
543637.38,2812109.21,1.11,Truck,Royal Palm Ranger Station
543245.63,2812154.16,1.26,Truck,Royal Palm Ranger Station
542827.59,2812152.14,1.10,Truck,Royal Palm Ranger Station
542830.82,2811719.47,0.91,Truck,Royal Palm Ranger Station
542455.49,2812145.68,0.91,Truck,Royal Palm Ranger Station
542438.73,2811729.07,1.07,Truck,Royal Palm Ranger Station
542108.87,2812122.92,1.01,Truck,Royal Palm Ranger Station
542433.74,2812555.17,0.86,Truck,Royal Palm Ranger Station
542439.37,2812936.34,1.14,Truck,Royal Palm Ranger Station
542030.65,2812968.82,1.09,Truck,Royal Palm Ranger Station
541677.69,2812931.13,0.99,Truck,Royal Palm Ranger Station
542873.14,2812938.44,1.14,Truck,Royal Palm Ranger Station
542821.62,2812513.03,1.04,Truck,Royal Palm Ranger Station
543628.45,2812540.60,0.94,Truck,Royal Palm Ranger Station
543629.94,2812946.64,1.13,Truck,Royal Palm Ranger Station
543246.58,2812957.21,1.14,Truck,Royal Palm Ranger Station
543223.17,2812516.44,1.08,Truck,Royal Palm Ranger Station
544104.54,2812541.64,0.94,Truck,Royal Palm Ranger Station
544055.51,2812955.02,1.16,Truck,Royal Palm Ranger Station
544099.48,2813376.87,1.10,Truck,Royal Palm Ranger Station
543671.23,2813368.71,1.16,Truck,Royal Palm Ranger Station
550155.54,2810964.41,1.62,Truck,Royal Palm Ranger Station
550152.83,2810591.52,0.96,Truck,Royal Palm Ranger Station
550160.39,2810180.91,1.04,Truck,Royal Palm Ranger Station
550167.97,2809302.04,0.98,Truck,Royal Palm Ranger Station
550168.92,2808981.14,0.80,Truck,Royal Palm Ranger Station
549758.76,2809751.65,1.01,Truck,Royal Palm Ranger Station
549355.99,2809748.61,1.01,Truck,Royal Palm Ranger Station
549355.19,2809347.72,0.73,Truck,Royal Palm Ranger Station
549357.66,2808916.51,0.62,Truck,Royal Palm Ranger Station
548934.13,2809747.48,0.76,Truck,Royal Palm Ranger Station
548544.06,2809741.42,0.91,Truck,Royal Palm Ranger Station
548542.57,2809339.46,0.61,Truck,Royal Palm Ranger Station
548925.69,2810969.65,0.96,Truck,Royal Palm Ranger Station
549320.12,2810977.20,0.94,Truck,Royal Palm Ranger Station
549742.16,2810567.69,0.72,Truck,Royal Palm Ranger Station
549650.66,2810158.39,0.32,Truck,Royal Palm Ranger Station
549768.91,2810979.37,1.65,Truck,Royal Palm Ranger Station
547709.62,2809756.04,2.09,Truck,Royal Palm Ranger Station
547329.30,2809328.49,1.09,Truck,Royal Palm Ranger Station
547328.72,2808926.84,1.39,Truck,Royal Palm Ranger Station
547711.63,2809152.04,1.60,Truck,Royal Palm Ranger Station
546918.47,2809319.44,1.54,Truck,Royal Palm Ranger Station
546917.44,2808928.61,1.26,Truck,Royal Palm Ranger Station
546922.80,2808525.55,0.58,Truck,Royal Palm Ranger Station
546925.24,2808117.96,0.48,Truck,Royal Palm Ranger Station
546519.57,2808925.92,1.32,Truck,Royal Palm Ranger Station
546505.95,2809324.99,1.35,Truck,Royal Palm Ranger Station
546121.63,2808920.38,1.75,Truck,Royal Palm Ranger Station
546106.03,2809301.86,1.75,Truck,Royal Palm Ranger Station
546114.68,2808529.24,0.67,Truck,Royal Palm Ranger Station
545712.33,2808511.72,1.53,Truck,Royal Palm Ranger Station
545405.53,2808509.59,1.63,Truck,Royal Palm Ranger Station
544933.92,2808583.51,0.57,Truck,Royal Palm Ranger Station
544882.13,2808909.08,1.15,Truck,Royal Palm Ranger Station
545284.39,2808910.78,1.07,Truck,Royal Palm Ranger Station
545285.88,2809291.07,1.49,Truck,Royal Palm Ranger Station
544876.00,2809314.23,1.30,Truck,Royal Palm Ranger Station
545699.02,2809333.24,1.49,Truck,Royal Palm Ranger Station
545699.35,2808926.44,1.43,Truck,Royal Palm Ranger Station
544043.94,2820130.35,1.13,Truck,Royal Palm Ranger Station
543616.93,2820122.76,0.98,Truck,Royal Palm Ranger Station
543656.79,2809304.21,1.23,Truck,Royal Palm Ranger Station
543659.23,2808907.95,1.45,Truck,Royal Palm Ranger Station
543240.63,2808880.43,1.01,Truck,Royal Palm Ranger Station
543661.85,2808506.05,1.39,Truck,Royal Palm Ranger Station
543945.24,2808909.04,1.00,Truck,Royal Palm Ranger Station
543939.97,2809255.12,1.21,Truck,Royal Palm Ranger Station
543218.85,2808573.82,0.60,Truck,Royal Palm Ranger Station
542064.20,2811577.76,0.82,Truck,Royal Palm Ranger Station
542030.81,2813346.55,1.01,Truck,Royal Palm Ranger Station
541819.56,2813345.61,0.99,Truck,Royal Palm Ranger Station
542032.42,2813802.35,1.09,Truck,Royal Palm Ranger Station
542032.33,2814144.52,1.09,Truck,Royal Palm Ranger Station
541645.27,2814144.40,0.97,Truck,Royal Palm Ranger Station
542032.76,2814553.82,1.16,Truck,Royal Palm Ranger Station
541631.68,2814544.53,1.01,Truck,Royal Palm Ranger Station
542036.84,2814950.08,1.09,Truck,Royal Palm Ranger Station
541636.53,2814949.87,1.09,Truck,Royal Palm Ranger Station
542036.47,2815359.93,1.09,Truck,Royal Palm Ranger Station
541694.66,2815348.32,1.15,Truck,Royal Palm Ranger Station
542038.67,2815752.53,1.25,Truck,Royal Palm Ranger Station
541633.79,2815748.30,1.06,Truck,Royal Palm Ranger Station
542434.41,2815348.11,1.09,Truck,Royal Palm Ranger Station
542433.13,2814947.95,0.82,Truck,Royal Palm Ranger Station
542433.89,2814550.29,0.91,Truck,Royal Palm Ranger Station
542434.53,2814142.36,1.01,Truck,Royal Palm Ranger Station
542433.89,2813761.92,1.13,Truck,Royal Palm Ranger Station
542431.97,2813317.70,1.05,Truck,Royal Palm Ranger Station
542814.39,2813299.39,1.20,Truck,Royal Palm Ranger Station
542807.39,2813762.80,1.14,Truck,Royal Palm Ranger Station
542805.92,2814183.77,1.19,Truck,Royal Palm Ranger Station
542801.26,2814561.93,0.96,Truck,Royal Palm Ranger Station
542797.30,2814978.14,1.09,Truck,Royal Palm Ranger Station
542439.98,2815768.65,1.11,Truck,Royal Palm Ranger Station
543232.80,2815780.14,1.08,Truck,Royal Palm Ranger Station
543631.65,2815786.93,1.14,Truck,Royal Palm Ranger Station
543627.02,2815365.20,1.31,Truck,Royal Palm Ranger Station
543229.18,2815365.60,1.26,Truck,Royal Palm Ranger Station
543017.57,2814991.55,1.03,Truck,Royal Palm Ranger Station
543099.68,2814584.48,0.99,Truck,Royal Palm Ranger Station
543210.10,2814193.86,1.18,Truck,Royal Palm Ranger Station
543626.20,2814374.24,1.09,Truck,Royal Palm Ranger Station
544005.79,2814583.96,1.14,Truck,Royal Palm Ranger Station
544027.30,2814986.19,1.18,Truck,Royal Palm Ranger Station
544025.11,2814196.41,1.21,Truck,Royal Palm Ranger Station
543632.60,2814192.15,1.33,Truck,Royal Palm Ranger Station
543215.80,2813796.81,1.23,Truck,Royal Palm Ranger Station
543214.67,2813368.52,1.12,Truck,Royal Palm Ranger Station
543647.01,2813800.92,1.22,Truck,Royal Palm Ranger Station
543972.18,2813803.30,0.73,Truck,Royal Palm Ranger Station
544016.15,2812166.37,1.11,Truck,Royal Palm Ranger Station
544042.96,2810928.06,1.44,Truck,Royal Palm Ranger Station
543229.94,2810923.55,1.06,Truck,Royal Palm Ranger Station
543427.78,2817334.58,0.77,Truck,Royal Palm Ranger Station
543371.90,2817795.31,1.09,Truck,Royal Palm Ranger Station
543623.12,2818046.50,1.30,Truck,Royal Palm Ranger Station
545709.19,2812554.83,1.42,Truck,Royal Palm Ranger Station
545592.68,2812272.44,1.25,Truck,Royal Palm Ranger Station
545689.66,2811751.65,2.34,Truck,Royal Palm Ranger Station
545396.97,2811749.98,2.00,Truck,Royal Palm Ranger Station
545295.08,2812143.37,1.33,Truck,Royal Palm Ranger Station
544889.32,2812140.35,1.11,Truck,Royal Palm Ranger Station
545279.05,2811339.34,1.56,Truck,Royal Palm Ranger Station
544864.54,2811331.29,1.26,Truck,Royal Palm Ranger Station
544446.20,2811331.20,1.13,Truck,Royal Palm Ranger Station
544440.32,2811735.14,1.12,Truck,Royal Palm Ranger Station
544454.91,2812144.28,0.98,Truck,Royal Palm Ranger Station
544456.71,2812546.94,1.05,Truck,Royal Palm Ranger Station
545689.18,2811341.99,1.94,Truck,Royal Palm Ranger Station
545795.91,2810940.85,2.00,Truck,Royal Palm Ranger Station
545726.04,2810533.23,1.98,Truck,Royal Palm Ranger Station
545282.28,2810532.71,1.27,Truck,Royal Palm Ranger Station
544878.01,2810535.45,1.29,Truck,Royal Palm Ranger Station
544477.52,2810537.89,1.44,Truck,Royal Palm Ranger Station
544353.57,2810956.85,1.47,Truck,Royal Palm Ranger Station
544866.65,2810933.36,1.26,Truck,Royal Palm Ranger Station
545688.96,2810140.11,1.63,Truck,Royal Palm Ranger Station
545290.69,2810127.19,1.07,Truck,Royal Palm Ranger Station
544871.80,2810127.53,1.21,Truck,Royal Palm Ranger Station
544461.58,2810128.71,1.26,Truck,Royal Palm Ranger Station
544873.90,2809713.84,1.38,Truck,Royal Palm Ranger Station
545275.46,2809717.74,1.73,Truck,Royal Palm Ranger Station
545739.42,2809722.07,1.56,Truck,Royal Palm Ranger Station
546497.05,2810121.34,1.57,Truck,Royal Palm Ranger Station
546493.94,2810603.34,2.19,Truck,Royal Palm Ranger Station
546496.77,2810930.98,1.93,Truck,Royal Palm Ranger Station
546900.47,2810590.97,2.03,Truck,Royal Palm Ranger Station
546899.00,2810138.86,1.85,Truck,Royal Palm Ranger Station
547729.18,2810145.87,1.33,Truck,Royal Palm Ranger Station
547737.56,2810963.25,1.39,Truck,Royal Palm Ranger Station
547723.09,2810576.16,1.57,Truck,Royal Palm Ranger Station
547317.41,2811005.97,1.21,Truck,Royal Palm Ranger Station
546910.74,2811004.66,1.17,Truck,Royal Palm Ranger Station
